24,5,14,13,10,0,2,1,0,2,0,1,0,1,1,1,1,0,0
16,17,3,0,0,6,2,0,2,0,1,0,1,0,0,0,0,0,1
17,16,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
12,16,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0
