52,7,3,1,1,3,0,1,0,0,0
18,16,3,10,7,0,0,1,0,0,1
26,7,13,0,1,3,0,0,0,0,0
9,11,5,0,0,0,3,0,0,0,0
13,2,6,2,2,1,0,0,1,1,0
21,0,1,1,2,0,0,0,0,0,0
6,3,1,1,0,0,2,0,0,0,0
0,0,3,0,0,4,0,0,0,0,0
3,2,0,0,0,0,0,0,0,0,0
1,2,1,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0
