101
25
14
43
72
120
36
18
29
49
8
27
28
22
295
28
121
257
22
14
14
16
25
34
28
21
15
12
16
20
18
10
14
15
6
6
7
9
13
12
10
7
7
9
9
9
7
10
11
12
12
6
9
7
9
9
10
6
8
3
4
8
12
11
8
10
5
10
10
50
61
26
24
