5
9
3
14
32
29
13
5
1
1
1
14
2
5
185
14
8
166
9
3
2
3
4
1
2
3
1
1
2
3
1
4
2
1
1
1
1
1
1
1
1
1
2
3
2
3
1
2
2
1
1
1
2
1
1
1
3
1
2
1
1
1
1
1
1
1
1
1
1
11
23
1
7
